Data;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
26/07/2022;0;1007,10;999,28;1006,90;9795,10;18,38;16,22;18,75;18,06;16,46;15,98;88,83;86,21;87,75;98,25;5,05;2,47
27/07/2022;0,4;1003,70;999,28;1003,59;12117,50;18,70;16,08;19,16;18,28;16,50;15,75;87,46;83,79;85,58;88,21;3,16;1,48
28/07/2022;18,2;996,30;999,28;995,99;4069,80;17,79;15,99;18,59;17,33;16,58;15,50;91,08;86,42;89,33;157,50;4,69;2,05
29/07/2022;0;1003,59;999,28;1003,10;6297,30;11,24;7,89;11,69;10,94;8,39;7,51;81,96;77,79;79,92;279,00;9,07;4,68
30/07/2022;0,2;1006,98;999,28;1006,70;15375,90;11,31;7,54;11,92;10,74;8,25;7,00;82,50;77,04;79,71;255,33;3,00;1,56
31/07/2022;0,2;1005,87;999,28;1005,72;13219,70;11,69;8,69;12,25;11,00;9,17;8,07;85,29;80,21;82,79;98,13;3,39;1,68
01/08/2022;0;1004,75;999,28;1004,54;7128,70;11,60;10,52;12,15;11,09;10,92;9,99;93,83;91,67;93,33;128,96;2,78;1,33
02/08/2022;3;1005,32;999,28;1004,93;3035,20;12,81;11,69;12,93;12,65;11,81;11,56;93,67;92,42;93,00;92,29;6,54;2,84
03/08/2022;0;1001,89;999,28;1001,73;10115,10;16,51;14,26;16,75;16,05;14,44;13,96;88,67;85,88;87,08;98,13;6,78;3,09
04/08/2022;14,6;995,11;999,28;994,38;10342,80;18,18;15,57;18,86;17,76;16,12;15,24;87,54;83,00;85,63;199,21;7,12;2,95
05/08/2022;3;1004,28;999,28;1003,78;9123,70;12,98;10,25;13,38;12,75;10,73;10,00;86,04;82,33;83,96;272,83;6,75;3,54
06/08/2022;0,2;1007,29;999,28;1006,99;10569,00;10,28;6,94;10,71;9,76;7,38;6,46;83,21;77,96;80,67;120,92;5,75;2,72
07/08/2022;0,2;1004,88;999,28;1004,52;4556,40;12,97;10,67;13,15;12,70;10,85;10,44;87,54;84,92;86,00;121,21;5,55;2,60
08/08/2022;0,4;1007,92;999,28;1007,51;4602,80;13,93;11,05;14,16;13,76;11,35;10,87;84,67;81,50;82,79;123,13;7,85;3,70
09/08/2022;7,8;1010,65;999,28;1010,41;3271,50;12,57;10,53;12,75;12,49;10,70;10,39;88,38;86,04;87,46;132,75;8,05;4,11
10/08/2022;5,4;1011,29;999,28;1011,10;13447,70;12,63;8,92;13,10;12,10;9,55;8,61;82,83;77,46;79,21;159,75;6,44;3,04
11/08/2022;0,2;1012,09;999,28;1011,90;14960,20;12,31;9,37;12,86;11,79;9,84;8,84;85,08;80,79;83,08;154,75;3,80;1,86
12/08/2022;0;1009,06;999,28;1008,90;15626,10;15,01;11,21;15,48;14,40;11,70;10,69;82,25;77,75;80,00;77,33;4,64;2,26
13/08/2022;0;1006,80;999,28;1006,65;9828,60;16,33;11,88;16,79;15,93;12,25;11,54;77,46;72,83;75,29;73,92;4,70;2,32
14/08/2022;0,6;1003,63;999,28;1003,52;13310,90;17,26;13,72;17,82;16,65;14,12;13,24;83,21;78,04;80,83;117,13;4,83;2,45
15/08/2022;22,2;992,62;999,28;992,10;4443,20;17,77;15,60;18,18;17,40;15,89;15,27;89,04;84,88;87,29;103,46;6,39;2,73
16/08/2022;0,2;998,10;999,28;997,50;8754,50;15,35;13,03;15,88;14,98;13,60;12,67;88,54;84,29;86,33;154,50;4,40;2,12
17/08/2022;0,2;996,46;999,28;996,26;12582,20;16,12;13,98;16,43;15,48;14,25;13,50;89,46;86,21;87,71;109,13;5,22;2,49
18/08/2022;6,6;1001,63;999,28;1000,71;9314,50;13,20;8,09;14,03;13,03;9,26;7,51;76,63;69,29;72,67;245,42;7,91;3,58
19/08/2022;0;1018,12;999,28;1017,72;17932,10;8,44;1,55;9,05;7,80;2,45;0,75;68,25;60,21;64,04;270,04;5,08;2,40
20/08/2022;0;1017,98;999,28;1017,85;18471,20;8,95;3,65;9,53;8,20;4,24;2,73;75,50;67,29;71,88;102,92;4,50;2,17
21/08/2022;0;1014,39;999,28;1014,23;18129,60;12,09;7,26;12,70;11,41;7,93;6,70;77,88;71,96;74,71;109,17;3,33;1,53
22/08/2022;0,2;1012,53;999,28;1012,37;8753,50;11,60;9,37;12,23;11,06;9,81;8,89;88,13;84,21;86,58;78,96;3,89;1,90
23/08/2022;0;1010,22;999,28;1010,05;15870,00;15,21;11,89;15,59;14,55;12,22;11,36;83,79;79,63;81,67;81,46;4,15;1,82
24/08/2022;0,2;1007,64;999,28;1007,44;12529,40;17,33;13,00;17,93;16,67;13,57;12,48;80,29;74,25;76,96;106,71;3,58;1,79
25/08/2022;0;1006,08;999,28;1005,89;17117,40;20,29;15,10;20,89;19,63;15,68;14,63;76,83;71,29;73,92;86,88;4,38;2,32
26/08/2022;0;1005,30;999,28;1005,07;15816,10;20,27;15,30;20,95;19,61;15,99;14,83;77,96;71,79;74,42;126,00;4,05;1,90
27/08/2022;0;999,51;999,28;999,35;17415,60;22,12;14,70;22,81;21,32;15,63;13,85;70,75;63,00;66,79;143,17;4,56;2,20
28/08/2022;11,8;1011,95;999,28;1011,00;8309,40;12,46;7,73;13,45;12,20;8,72;7,18;76,88;69,29;73,67;164,00;7,27;3,30
29/08/2022;0;1020,34;999,28;1020,08;18287,50;8,57;3,57;9,23;7,88;4,16;2,85;75,83;67,54;72,17;153,25;4,09;1,96
30/08/2022;0,2;1015,93;999,28;1015,84;15302,30;11,28;7,85;11,73;10,70;8,19;7,40;82,50;78,38;80,54;93,00;5,73;2,85
31/08/2022;0;1009,01;999,28;1008,88;18816,80;14,48;9,15;14,99;13,80;9,75;8,67;75,46;69,71;72,08;90,67;5,43;2,58
01/09/2022;0;1000,96;999,28;1000,83;16588,50;18,12;12,40;18,57;17,40;12,78;11,91;72,75;68,21;70,21;87,42;5,51;2,81
02/09/2022;12;1001,75;999,28;1000,90;6241,10;17,26;14,45;17,75;16,96;14,86;14,10;86,00;81,25;83,96;199,29;6,89;2,67
03/09/2022;0;1012,51;999,28;1012,13;20585,20;11,52;5,40;12,28;11,03;6,50;4,75;71,54;64,08;67,46;198,71;5,03;1,95
04/09/2022;0;1014,37;999,28;1014,09;20317,30;11,10;5,82;11,74;10,21;6,36;5,00;75,33;67,58;71,17;111,50;4,13;1,82
05/09/2022;0,2;1012,35;999,28;1012,13;18281,70;13,88;9,13;14,42;13,27;9,65;8,46;78,21;72,13;75,33;94,21;5,75;2,58
06/09/2022;0;1009,32;999,28;1009,19;13150,20;16,00;12,99;16,42;15,53;13,25;12,58;84,63;80,38;82,79;86,63;5,16;2,39
07/09/2022;0;1001,87;999,28;1001,76;17998,80;19,26;14,08;19,79;18,47;14,61;13,35;76,79;71,04;73,88;165,04;4,18;1,89
08/09/2022;0;996,68;999,28;996,55;15877,80;19,53;14,83;20,01;18,86;15,25;14,36;77,33;72,75;74,83;92,75;4,78;2,46
09/09/2022;10,4;994,00;999,28;993,30;8833,20;20,75;17,03;21,80;20,11;17,66;16,52;82,29;75,63;79,79;230,88;7,87;3,68
10/09/2022;1,6;1008,85;999,28;1008,38;21835,00;11,63;6,02;12,29;11,12;6,96;5,46;74,58;67,29;70,42;266,08;6,85;3,16
11/09/2022;0;1008,58;999,28;1008,30;20559,40;11,48;6,04;12,06;10,73;6,87;4,97;75,79;67,71;71,83;167,42;5,14;2,42
12/09/2022;0;1002,12;999,28;1001,95;10352,70;14,10;10,55;14,52;13,58;10,82;10,03;81,67;77,00;79,75;141,29;4,06;1,77
13/09/2022;0;1001,93;999,28;1001,59;17805,80;16,38;12,14;16,99;15,87;12,78;11,66;80,63;75,29;77,79;264,83;4,65;2,32
14/09/2022;0,2;1007,58;999,28;1007,17;10698,70;14,97;11,18;15,66;14,44;11,75;10,77;81,67;75,67;78,83;192,04;4,27;1,84
15/09/2022;1,2;1010,78;999,28;1010,55;11335,30;14,80;11,62;15,45;14,24;12,30;11,23;84,96;79,29;82,00;163,38;4,84;2,35
16/09/2022;0,2;1011,31;999,28;1011,13;17872,20;16,50;12,08;17,00;15,95;12,49;11,61;79,08;74,58;76,75;98,96;7,43;3,64
17/09/2022;0,2;1009,81;999,28;1009,62;18896,10;16,57;10,50;17,10;16,03;11,05;10,08;72,71;67,13;69,83;91,42;7,61;3,54
18/09/2022;0;1004,23;999,28;1004,02;19632,20;16,50;9,95;17,07;15,90;10,47;9,37;69,75;64,25;67,08;87,33;6,55;3,02
19/09/2022;11,6;1001,03;999,28;1000,30;1903,10;15,92;14,31;16,16;15,73;14,43;14,06;91,00;88,63;90,38;166,25;4,46;1,75
20/09/2022;0,4;1001,55;999,28;1001,18;17269,60;17,58;14,11;18,16;17,07;14,62;13,59;84,33;78,75;81,67;172,50;4,28;1,98
21/09/2022;0,4;1001,13;999,28;1000,82;6948,60;15,58;12,45;16,00;15,32;12,84;12,21;83,67;79,88;82,00;117,63;6,97;3,25
22/09/2022;5,4;1000,07;999,28;999,62;11587,60;13,43;11,13;14,04;13,04;11,66;10,78;89,17;83,79;86,50;255,13;9,28;4,84
23/09/2022;0;1006,79;999,28;1006,51;23407,20;12,31;5,51;12,78;11,73;6,28;4,77;70,00;63,67;66,42;271,04;7,29;3,91
24/09/2022;0;1008,44;999,28;1008,17;23511,70;13,75;6,30;14,47;12,99;7,27;5,26;68,50;59,04;63,88;134,04;4,37;2,01
25/09/2022;0;1004,29;999,28;1004,05;13758,00;15,51;11,35;15,92;15,01;11,66;10,73;79,67;74,46;77,63;92,00;6,00;2,72
26/09/2022;0;1001,93;999,28;1001,67;19563,10;18,81;14,11;19,31;18,11;14,67;13,72;78,79;73,83;75,83;204,46;3,85;1,70
27/09/2022;0;1004,94;999,28;1004,55;22807,00;18,99;12,28;19,82;18,23;13,29;11,20;74,13;65,50;70,00;208,50;4,34;1,90
28/09/2022;0;1011,35;999,28;1010,99;18829,20;16,50;10,22;17,20;15,93;10,95;9,60;72,25;65,67;68,96;111,75;7,40;3,53
29/09/2022;0;1011,69;999,28;1011,46;18420,90;14,88;9,51;15,50;14,31;9,98;9,03;74,58;69,21;72,08;113,54;7,53;3,49
30/09/2022;6,2;1008,12;999,28;1007,78;6411,20;15,21;12,12;15,59;14,88;12,37;11,75;83,79;79,96;82,33;93,88;5,63;2,43
01/10/2022;0,2;1006,79;999,28;1006,56;17374,10;17,51;13,54;18,05;16,96;14,22;13,11;82,21;77,25;79,29;208,71;3,50;1,42
02/10/2022;0;1008,49;999,28;1008,23;19403,00;16,14;12,25;16,77;15,45;12,75;11,58;81,92;76,13;79,33;135,71;3,72;1,70
03/10/2022;0;1006,30;999,28;1006,15;18396,00;16,63;11,94;17,37;16,03;12,56;11,35;78,92;72,88;75,92;125,38;4,20;1,82
04/10/2022;0;1004,10;999,28;1003,86;23735,00;14,60;8,67;15,26;13,85;9,38;8,08;74,33;67,75;70,83;98,58;5,48;2,48
05/10/2022;0;1001,44;999,28;1001,22;24221,90;17,03;11,35;17,60;16,34;11,80;10,75;74,67;68,79;71,96;95,04;7,82;3,64
06/10/2022;7,6;994,21;999,28;994,00;8085,30;17,97;15,75;18,28;17,60;15,96;15,37;88,17;85,13;87,17;106,50;5,08;2,28
07/10/2022;4,2;995,63;999,28;995,13;19670,70;18,35;12,76;19,00;17,85;13,50;12,40;75,50;70,38;72,46;267,17;9,28;4,90
08/10/2022;0;996,86;999,28;996,61;24950,50;19,82;10,55;20,55;19,00;11,28;9,89;61,08;54,75;57,75;311,38;5,03;2,20
09/10/2022;0,2;1005,68;999,28;1004,87;9556,80;13,30;7,82;14,10;12,94;8,65;7,26;73,50;65,58;69,92;258,38;5,78;2,63
10/10/2022;2,2;1010,19;999,28;1009,88;10782,10;11,57;7,25;11,99;11,05;7,60;6,68;78,29;72,88;75,88;108,25;6,68;2,99
11/10/2022;4,6;1003,69;999,28;1003,44;3836,50;14,67;13,54;14,78;14,42;13,66;13,30;93,33;92,46;92,96;140,50;4,92;2,26
12/10/2022;1,8;1002,53;999,28;1002,33;17961,30;18,23;14,10;18,72;17,75;14,73;13,80;81,96;77,04;78,75;271,33;5,42;2,74
13/10/2022;0;1003,64;999,28;1003,34;23816,00;19,24;13,33;19,95;18,56;14,22;12,40;75,25;68,17;71,88;168,04;3,78;1,47
14/10/2022;0;1012,93;999,28;1012,46;9368,50;15,67;10,41;16,20;15,35;10,95;10,12;74,13;69,50;71,71;128,29;7,79;3,66
15/10/2022;0;1012,36;999,28;1012,28;14536,40;17,31;12,10;17,67;16,93;12,37;11,78;73,21;70,13;71,75;107,63;9,61;4,58
16/10/2022;6,4;1005,28;999,28;1005,12;13025,40;18,93;15,13;19,39;18,37;15,63;14,70;82,25;77,79;79,79;164,88;4,58;2,23
17/10/2022;0;1005,55;999,28;1005,25;19425,50;18,87;13,58;19,73;18,36;14,38;13,16;76,04;69,58;72,79;163,71;4,83;2,08
18/10/2022;0;1007,33;999,28;1007,09;8313,00;19,12;15,04;19,42;18,79;15,25;14,79;79,08;75,83;77,67;101,58;9,14;4,22
19/10/2022;0;1004,00;999,28;1003,83;16303,20;20,43;16,13;20,90;19,93;16,50;15,82;79,67;75,58;77,46;100,21;6,53;2,90
20/10/2022;0;997,82;999,28;997,55;9154,00;19,00;16,09;19,31;18,68;16,29;15,85;84,75;81,75;83,46;86,00;6,41;2,74
21/10/2022;4;994,16;999,28;993,75;15470,00;20,39;16,16;21,21;19,94;16,83;15,87;80,75;75,17;77,96;191,88;6,00;2,61
22/10/2022;0,2;1002,81;999,28;1002,44;21176,90;19,35;13,30;20,07;18,68;14,03;12,75;73,71;67,63;70,50;183,13;3,52;1,43
23/10/2022;0;1005,05;999,28;1004,75;26943,80;18,83;11,36;19,68;18,12;12,20;10,50;69,33;61,83;65,79;207,29;5,90;2,95
24/10/2022;0;1006,22;999,28;1005,98;24279,40;18,27;12,15;19,04;17,42;12,75;11,53;72,96;66,21;69,75;113,17;5,65;2,73
25/10/2022;0;1003,15;999,28;1003,05;26337,00;19,84;13,52;20,48;19,17;14,05;12,99;73,08;67,17;70,13;92,33;7,13;3,28
26/10/2022;0,4;995,91;999,28;995,58;22102,60;21,88;15,34;22,85;21,01;15,80;14,76;73,21;66,17;70,04;132,00;8,93;4,17
27/10/2022;1;996,80;999,28;996,32;27110,20;22,71;12,83;23,30;21,93;13,70;12,23;62,71;55,79;58,50;272,42;8,69;4,00
28/10/2022;0;998,65;999,28;998,44;28389,40;22,34;9,99;23,29;21,31;10,65;9,00;53,13;45,71;49,75;218,83;3,68;1,69
29/10/2022;0;994,05;999,28;993,90;20135,90;24,05;14,53;24,94;23,20;15,02;13,88;61,13;54,54;58,00;182,42;5,28;2,47
30/10/2022;7,2;989,32;999,28;989,01;19226,30;25,30;16,76;26,33;24,37;17,29;16,05;65,71;57,13;62,13;216,04;6,85;2,93
31/10/2022;21,4;1003,29;999,28;1002,31;2957,50;14,21;12,38;14,73;14,08;13,00;12,12;90,25;86,79;88,75;214,21;7,33;2,69
01/11/2022;0;1015,53;999,28;1015,23;28966,60;12,04;3,75;12,90;11,23;4,95;2,70;66,00;56,17;60,63;213,75;5,90;2,66
02/11/2022;0;1017,27;999,28;1017,07;29765,90;14,31;4,47;15,06;13,51;5,50;3,26;61,38;52,79;57,29;174,75;3,86;1,70
03/11/2022;0;1013,89;999,28;1013,73;29657,00;16,50;6,71;17,45;15,68;7,60;5,80;60,83;53,50;57,08;145,33;4,37;1,99
04/11/2022;0;1011,49;999,28;1011,32;21727,40;16,80;9,50;17,73;16,10;10,25;8,76;68,08;60,46;64,88;129,00;6,00;2,86
05/11/2022;0;1009,28;999,28;1009,05;27755,20;17,81;11,05;18,65;16,99;11,67;10,40;71,08;64,29;67,75;99,04;7,43;3,52
06/11/2022;0;1010,17;999,28;1009,92;26622,80;18,54;11,63;19,25;17,76;12,22;10,98;70,17;63,67;67,04;106,71;8,97;4,20
07/11/2022;0;1010,18;999,28;1009,99;22124,50;17,17;12,14;18,13;16,57;12,88;11,47;76,88;69,63;74,04;107,13;7,54;3,57
08/11/2022;3,6;1007,76;999,28;1007,60;22309,30;17,05;12,74;17,92;16,17;13,47;11,85;81,17;72,96;77,42;115,00;5,77;2,70
09/11/2022;0;1004,83;999,28;1004,65;23098,20;18,23;12,76;18,96;17,53;13,42;12,24;76,29;69,96;72,88;100,21;5,63;2,54
10/11/2022;0;1002,79;999,28;1002,55;26855,90;19,88;13,33;20,59;19,13;13,85;12,63;72,54;66,25;69,63;98,42;6,73;3,12
11/11/2022;0;1001,29;999,28;1001,06;10243,60;19,78;15,35;20,21;19,35;15,64;15,04;78,67;74,08;76,54;94,46;5,59;2,53
12/11/2022;0;998,64;999,28;998,42;23412,00;23,58;17,03;24,03;22,84;17,35;16,54;72,08;67,17;69,33;88,33;5,23;2,43
13/11/2022;6,6;994,33;999,28;994,04;8308,50;22,29;18,59;22,92;21,90;18,92;18,27;82,50;77,04;80,38;110,54;6,28;2,60
14/11/2022;18,4;993,44;999,28;993,00;22676,00;21,80;16,50;22,59;21,14;17,38;15,91;79,25;72,38;75,71;284,46;8,45;3,99
15/11/2022;0;1000,05;999,28;999,77;30417,20;21,59;11,08;22,12;20,80;11,92;10,34;60,46;53,75;56,54;295,33;8,24;4,51
16/11/2022;0;1004,53;999,28;1004,25;30581,70;22,93;9,71;23,81;22,08;10,90;8,74;52,38;44,54;48,21;203,33;4,39;1,92
17/11/2022;0;1005,28;999,28;1005,04;30778,20;23,64;9,98;24,58;22,71;10,98;9,00;49,13;41,25;45,04;121,50;5,12;2,29
18/11/2022;0;1003,98;999,28;1003,79;30271,30;23,47;10,23;24,37;22,70;11,16;9,20;51,75;44,38;48,42;92,25;5,74;2,85
19/11/2022;0;1000,99;999,28;1000,80;29899,60;24,23;12,81;25,02;23,48;13,48;12,07;57,75;50,96;54,46;90,50;6,83;3,33
20/11/2022;0;998,53;999,28;998,30;27589,10;25,41;14,34;26,13;24,55;14,97;13,81;57,38;51,21;54,04;86,75;6,33;2,96
21/11/2022;0;997,93;999,28;997,62;14420,80;24,49;17,08;25,02;24,02;17,55;16,81;67,25;62,71;64,71;195,58;6,38;3,10
22/11/2022;26,8;998,55;999,28;998,30;11676,80;21,34;18,50;22,07;20,91;19,02;17,97;86,04;81,25;84,42;194,75;4,95;2,25
23/11/2022;0,6;1000,19;999,28;999,96;26111,30;21,90;15,41;22,67;21,29;16,38;14,63;74,00;66,79;70,33;147,17;4,58;2,03
24/11/2022;0;1001,90;999,28;1001,60;30487,60;21,77;14,18;22,49;21,08;14,84;13,49;69,25;63,25;66,00;116,25;5,05;2,29
25/11/2022;0;1005,08;999,28;1004,79;31104,20;22,25;12,65;23,03;21,49;13,48;11,88;63,13;55,96;59,63;104,00;6,30;2,95
26/11/2022;0;1006,00;999,28;1005,76;21351,90;22,08;16,43;22,79;21,42;16,92;15,84;74,71;68,58;71,88;107,38;7,68;3,52
27/11/2022;0;1005,24;999,28;1005,07;24004,30;23,92;17,90;24,50;23,28;18,23;17,53;72,88;68,33;70,63;105,96;10,04;4,60
28/11/2022;0;1002,13;999,28;1001,98;25180,60;22,76;16,56;23,52;22,22;16,97;16,16;72,13;67,00;69,92;104,96;9,69;4,67
29/11/2022;0;997,34;999,28;997,15;24787,60;23,68;17,54;24,29;22,98;17,96;17,13;72,54;67,54;69,92;102,08;8,83;3,95
30/11/2022;0;994,00;999,28;993,79;29719,80;24,69;17,95;25,35;24,04;18,34;17,53;71,00;65,79;68,58;100,42;8,22;3,82
01/12/2022;0;992,91;999,28;992,64;25518,70;25,94;18,63;26,78;25,29;19,26;18,09;70,42;64,42;67,50;119,42;4,90;2,03
02/12/2022;35;995,80;999,28;995,36;26060,60;26,93;19,07;27,98;25,87;19,82;18,11;70,63;62,63;66,88;166,17;5,03;1,92
03/12/2022;7,4;998,00;999,28;997,75;18029,40;24,84;21,00;25,35;24,33;21,48;20,59;82,58;78,50;80,42;116,17;4,44;1,94
04/12/2022;55;996,30;999,28;995,91;13691,10;24,03;21,10;24,63;23,56;21,45;20,65;86,04;81,29;84,21;113,79;5,74;2,49
05/12/2022;0,2;999,23;999,28;998,89;20392,40;24,64;20,30;25,21;24,17;20,85;19,92;80,75;76,13;78,25;123,42;5,22;2,50
06/12/2022;0;1000,48;999,28;1000,25;26666,90;24,33;19,16;25,10;23,64;19,81;18,76;77,50;71,83;74,63;95,17;5,98;2,75
07/12/2022;0;999,81;999,28;999,63;21525,90;23,70;18,25;24,26;23,19;18,77;17,77;76,13;71,21;73,54;89,75;5,94;2,68
08/12/2022;0;995,18;999,28;995,00;29294,20;25,10;17,93;25,90;24,24;18,59;17,05;71,46;64,13;67,83;133,96;5,39;2,31
09/12/2022;0;995,18;999,28;994,88;32128,80;27,82;16,75;28,70;26,99;17,99;15,24;61,75;52,38;57,25;98,83;5,02;2,35
10/12/2022;0;996,01;999,28;995,69;25302,30;26,08;17,72;26,90;25,39;18,79;16,66;69,21;60,79;65,04;122,46;5,16;2,33
11/12/2022;0;996,36;999,28;996,17;28920,30;26,99;18,21;27,71;26,24;19,27;17,37;67,46;60,25;63,42;124,00;4,63;1,97
12/12/2022;23,2;990,72;999,28;990,26;24362,50;25,83;19,66;27,03;24,86;20,52;18,73;75,46;66,46;71,88;199,33;6,89;3,03
13/12/2022;0,2;997,72;999,28;997,33;31946,00;21,13;12,49;21,79;20,46;13,69;11,44;66,33;57,88;61,42;166,71;4,85;2,01
14/12/2022;0;1000,06;999,28;999,88;32460,00;21,88;11,71;22,48;21,12;12,68;10,78;60,92;53,50;56,96;92,00;5,21;2,38
15/12/2022;0;997,77;999,28;997,48;26170,60;23,70;14,86;24,43;22,83;15,67;13,97;63,96;56,79;60,33;169,38;5,10;2,26
16/12/2022;0;999,25;999,28;998,96;27464,60;22,25;14,00;23,22;21,58;14,72;13,25;64,33;57,75;61,46;166,33;6,43;2,80
17/12/2022;0;999,40;999,28;999,14;30161,30;20,72;11,78;21,50;20,03;12,49;11,00;63,08;56,04;59,71;106,71;7,06;3,22
18/12/2022;3;1001,14;999,28;1000,83;10853,80;20,22;15,48;20,55;19,89;15,69;15,18;76,13;72,58;74,50;99,67;8,44;3,84
19/12/2022;0,6;1002,73;999,28;1002,50;16767,20;20,55;16,61;21,07;20,17;16,95;16,37;80,75;76,88;78,96;109,29;8,59;4,04
20/12/2022;0;1001,80;999,28;1001,57;27813,30;22,63;16,54;23,35;21,82;17,06;15,98;73,00;67,79;70,29;102,46;7,09;3,29
21/12/2022;0;1002,76;999,28;1002,53;25780,20;22,94;15,91;23,72;22,28;16,54;15,49;69,96;64,38;67,13;103,83;7,79;3,78
22/12/2022;0;1001,97;999,28;1001,73;32288,10;23,12;15,05;23,83;22,50;15,64;14,50;67,00;60,88;64,00;100,17;7,66;3,68
23/12/2022;0;999,40;999,28;999,19;30892,70;24,35;14,63;25,09;23,56;15,23;14,14;62,50;56,71;59,25;83,88;6,18;2,92
24/12/2022;0;998,66;999,28;998,41;30590,00;26,42;14,83;27,20;25,47;15,62;13,93;58,50;51,21;54,71;151,83;5,13;2,18
25/12/2022;0;1000,34;999,28;1000,01;21698,60;24,94;17,60;25,74;24,28;18,10;17,01;67,67;61,25;64,75;178,38;5,16;2,06
26/12/2022;0;1001,34;999,28;1001,13;7903,00;21,30;17,59;21,77;20,98;18,02;17,36;81,92;77,88;79,67;136,63;4,66;2,40
27/12/2022;0,2;1000,18;999,28;999,96;19498,10;21,43;13,80;22,10;20,90;14,48;13,31;67,29;61,38;64,42;102,67;5,72;2,80
28/12/2022;23,2;997,31;999,28;996,98;25465,10;21,17;15,48;21,80;20,49;16,18;14,82;76,17;69,79;72,88;221,00;6,40;2,67
29/12/2022;0;999,95;999,28;999,57;30363,50;23,46;14,23;24,31;22,77;15,28;13,39;63,08;55,54;59,21;260,63;5,37;2,21
30/12/2022;0;1001,41;999,28;1001,28;31524,60;23,80;12,29;24,51;22,94;13,43;11,60;57,58;50,83;53,46;101,13;4,54;2,02
31/12/2022;0;999,95;999,28;999,74;31395,40;26,87;14,48;27,70;26,04;15,50;13,48;55,96;47,88;51,96;122,33;4,35;1,98
01/01/2023;0;997,90;999,28;997,75;28815,60;28,36;17,47;29,19;27,60;18,18;16,72;57,04;50,42;53,96;90,46;5,62;2,49
02/01/2023;5,8;994,58;999,28;994,22;21963,60;26,82;20,83;27,69;26,05;21,45;20,17;75,13;66,46;71,38;229,63;6,66;2,82
03/01/2023;0;996,02;999,28;995,58;28604,70;24,86;14,58;25,72;24,14;15,83;13,48;60,46;51,38;55,75;211,42;4,78;2,00
04/01/2023;0;998,18;999,28;997,90;30775,60;24,87;13,89;25,61;24,13;14,86;12,91;59,67;52,67;56,00;128,83;4,64;1,83
05/01/2023;0;1001,08;999,28;1000,74;31581,70;25,49;12,48;26,30;24,70;13,30;11,38;52,42;44,88;49,08;102,42;6,26;2,73
06/01/2023;0;1005,15;999,28;1004,82;32237,00;24,00;14,14;24,79;23,36;14,83;13,42;61,79;55,13;58,63;99,67;8,44;3,80
07/01/2023;0;1007,80;999,28;1007,56;31103,50;23,67;14,43;24,45;23,00;15,04;13,85;62,21;55,92;59,25;100,83;8,57;4,08
08/01/2023;0;1006,05;999,28;1005,85;30342,80;23,88;14,89;24,62;23,06;15,46;14,33;63,79;57,96;60,71;103,54;7,38;3,39
09/01/2023;0;1002,15;999,28;1001,99;29939,80;24,27;15,58;25,00;23,33;16,24;15,01;66,00;59,71;62,58;110,58;6,01;2,68
10/01/2023;0;999,87;999,28;999,62;15261,60;22,98;17,46;23,88;22,32;17,96;16,96;75,58;68,25;72,33;114,38;5,81;2,55
11/01/2023;0;998,20;999,28;998,04;30910,90;25,58;13,82;26,36;24,57;14,80;13,22;58,92;52,50;54,58;219,08;4,08;1,77
12/01/2023;0;995,00;999,28;994,76;22152,50;26,34;16,69;27,53;25,58;17,65;15,77;61,88;53,50;58,33;201,04;5,14;2,48
13/01/2023;0,4;994,02;999,28;993,74;20180,30;25,50;19,03;26,54;24,58;19,65;18,30;73,25;63,71;68,83;199,67;5,18;1,88
14/01/2023;0;997,05;999,28;996,68;18884,80;23,76;18,28;24,47;23,21;18,93;17,82;75,58;70,25;73,00;245,75;5,26;2,67
15/01/2023;0;1001,16;999,28;1000,82;20652,70;24,47;18,29;25,21;23,95;18,88;17,93;72,04;66,42;69,17;103,46;6,70;3,17
16/01/2023;0;1001,32;999,28;1001,06;28101,00;26,10;18,86;26,90;25,28;19,26;18,16;70,17;63,67;67,17;108,29;6,20;2,78
17/01/2023;0;1002,33;999,28;1002,01;30696,00;26,20;19,10;26,95;25,47;19,55;18,72;70,25;64,96;67,50;110,29;7,26;3,49
18/01/2023;0;1005,15;999,28;1004,84;17537,20;24,93;19,75;25,55;24,46;20,02;19,47;75,21;71,21;73,50;103,04;8,11;3,80
