Data;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
31/01/2022;0;995,19;999,28;994,96;28449,20;25,10;17,54;25,91;24,40;18,39;16,95;69,04;62,17;65,54;181,50;5,53;2,43
01/02/2022;0;999,27;999,28;998,97;27712,90;24,27;18,67;25,00;23,69;19,26;18,19;74,58;69,42;72,38;95,25;5,38;2,53
02/02/2022;0;999,44;999,28;999,26;29294,30;25,53;17,98;26,15;24,82;18,80;17,15;70,79;63,83;67,25;86,17;5,34;2,39
03/02/2022;15,8;997,10;999,28;996,85;22019,00;26,27;20,25;27,41;25,31;21,05;19,55;76,58;67,50;72,63;144,50;6,07;2,41
04/02/2022;5;994,93;999,28;994,67;14274,30;24,71;21,53;25,33;24,19;22,03;21,03;86,04;79,25;82,96;197,58;4,40;1,75
05/02/2022;11,2;993,26;999,28;992,98;13287,80;24,34;21,92;24,98;23,69;22,38;21,36;89,04;83,75;86,83;164,33;4,73;1,78
06/02/2022;0;998,55;999,28;998,20;23139,90;22,50;17,52;23,04;21,95;18,21;16,95;78,04;73,08;75,33;251,50;6,82;3,76
07/02/2022;0;1002,21;999,28;1002,03;25396,70;20,72;12,96;21,40;19,98;13,83;12,10;66,58;59,04;62,88;283,33;5,68;2,77
08/02/2022;0;1002,26;999,28;1002,07;29439,90;21,81;13,32;22,71;21,08;14,29;12,37;65,75;56,83;61,38;202,75;4,30;1,73
09/02/2022;0;1001,70;999,28;1001,55;28788,80;22,18;15,38;22,99;21,42;16,05;14,68;71,21;64,46;68,08;107,58;5,55;2,64
10/02/2022;0;999,03;999,28;998,87;28365,10;23,39;16,90;24,03;22,77;17,40;16,28;71,88;66,29;69,29;98,21;6,16;2,87
11/02/2022;0;998,38;999,28;998,10;25531,70;24,92;18,72;25,62;24,20;19,24;18,12;73,75;67,50;70,67;122,29;5,60;2,56
12/02/2022;0;998,64;999,28;998,43;19821,00;25,53;19,36;26,20;24,87;19,80;18,75;73,04;67,08;70,33;126,46;4,57;2,00
13/02/2022;3;998,59;999,28;998,34;10116,00;22,08;19,08;22,66;21,64;19,57;18,70;85,67;81,33;83,71;283,79;5,11;2,53
14/02/2022;0;999,82;999,28;999,60;29143,70;21,18;11,27;21,98;20,26;12,56;10,38;62,58;53,58;57,21;278,96;4,70;2,27
15/02/2022;0;1001,51;999,28;1001,25;28459,10;23,55;12,80;24,56;22,66;13,91;11,72;58,96;49,54;54,50;155,75;3,56;1,69
16/02/2022;0;1001,19;999,28;1001,03;28229,30;24,18;15,69;24,94;23,37;16,39;14,83;67,13;59,83;63,83;92,96;6,13;2,90
17/02/2022;0;998,98;999,28;998,73;23206,00;23,76;17,40;24,53;23,08;18,06;16,65;74,42;67,50;71,13;93,00;5,50;2,55
18/02/2022;0;998,30;999,28;998,05;25449,80;24,48;17,33;25,13;23,89;18,14;16,74;71,42;65,13;68,17;104,79;6,00;2,72
19/02/2022;0;996,16;999,28;996,00;27831,30;24,00;14,38;24,74;23,35;15,07;13,81;63,46;57,42;60,29;98,75;6,00;2,86
20/02/2022;0,6;995,62;999,28;995,31;19959,50;24,64;17,01;25,59;23,80;17,72;16,14;70,38;61,75;66,63;129,21;5,23;2,12
21/02/2022;6,6;999,63;999,28;999,18;20911,80;24,81;19,40;25,36;24,16;19,97;18,95;77,17;71,54;74,08;156,33;5,10;1,92
22/02/2022;0;1001,33;999,28;1001,08;17826,90;24,93;20,14;25,80;24,30;20,68;19,70;78,00;72,17;75,50;130,83;3,93;1,73
23/02/2022;0;1001,61;999,28;1001,40;22886,80;24,55;18,53;25,32;23,68;19,18;17,97;75,42;69,29;71,92;110,13;4,44;1,94
24/02/2022;0;1000,23;999,28;999,97;24909,30;25,00;18,64;25,60;24,32;18,95;18,13;72,92;67,58;70,54;91,83;6,72;3,12
25/02/2022;10,2;1001,46;999,28;1001,04;24487,30;26,29;20,06;27,10;25,63;20,67;19,47;73,58;67,58;70,75;162,92;5,26;2,17
26/02/2022;0;1002,24;999,28;1002,04;25473,90;27,63;20,46;28,34;26,91;20,98;19,90;70,21;64,17;67,04;105,25;4,54;2,10
27/02/2022;0;997,35;999,28;997,03;19105,60;28,56;20,98;29,50;27,84;21,64;20,40;70,21;63,58;67,21;117,21;5,38;2,29
28/02/2022;15,4;997,18;999,28;996,55;6867,20;22,94;20,17;23,46;22,58;20,48;19,83;85,96;82,08;84,58;141,25;6,40;2,40
01/03/2022;0,4;1000,40;999,28;1000,11;20170,40;23,45;18,63;23,97;22,99;19,27;18,13;79,08;74,17;76,13;149,17;4,72;2,08
02/03/2022;0;999,48;999,28;999,25;22846,80;24,27;18,53;24,81;23,59;19,02;17,92;75,17;69,96;72,50;156,75;3,95;1,73
03/03/2022;0;999,99;999,28;999,73;25753,10;25,27;18,36;26,03;24,55;19,31;17,42;73,42;66,50;69,83;130,13;4,09;1,93
04/03/2022;0;999,55;999,28;999,35;24275,70;25,66;19,11;26,44;24,92;19,54;18,51;73,04;66,79;70,25;135,58;4,87;2,18
05/03/2022;2,4;996,77;999,28;996,51;22567,70;27,69;20,73;28,66;26,76;21,33;20,05;73,25;65,75;69,71;168,54;5,31;2,18
06/03/2022;33,2;996,75;999,28;996,31;12961,50;24,66;21,33;25,63;24,06;21,82;20,92;85,17;79,25;82,88;165,58;5,94;2,11
07/03/2022;20,6;996,58;999,28;996,12;13430,10;23,95;20,53;24,69;23,26;21,09;20,10;86,04;80,63;83,00;159,71;4,80;1,87
08/03/2022;0,2;1001,10;999,28;1000,73;17169,50;22,97;19,23;23,60;22,51;19,77;18,81;83,13;78,63;80,75;163,54;4,49;1,64
09/03/2022;0;1000,89;999,28;1000,73;19985,70;24,86;20,23;25,46;24,26;20,67;19,86;79,04;74,04;76,75;95,79;5,64;2,53
10/03/2022;17;997,70;999,28;997,34;9938,80;23,68;21,07;24,18;23,40;21,45;20,78;86,92;83,75;85,58;203,25;5,21;2,23
11/03/2022;2,4;999,84;999,28;999,48;8407,90;21,55;18,50;21,90;21,32;19,11;18,31;85,88;82,42;83,25;190,67;5,28;2,43
12/03/2022;0;1004,43;999,28;1004,19;17318,10;19,26;13,28;19,89;18,63;13,86;12,75;72,33;66,21;69,21;148,42;5,08;2,27
13/03/2022;1,4;1004,08;999,28;1003,94;5509,00;18,46;15,73;18,70;18,28;15,96;15,44;85,29;82,42;84,33;116,88;5,60;2,46
14/03/2022;1,4;1001,33;999,28;1001,14;9396,30;20,39;17,95;20,73;20,00;18,30;17,69;88,13;84,88;86,25;153,13;3,60;1,72
15/03/2022;1,4;1002,18;999,28;1001,95;14463,00;21,67;18,79;22,07;21,19;19,17;18,37;86,13;82,63;84,42;134,75;4,62;2,07
16/03/2022;0;1002,32;999,28;1002,07;12736,30;22,82;18,76;23,30;22,40;19,13;18,52;80,79;76,75;78,79;90,88;6,33;2,74
17/03/2022;0;999,10;999,28;998,94;22086,50;22,53;16,64;23,15;21,81;17,33;16,28;74,50;69,21;71,21;117,13;4,34;2,10
18/03/2022;0;998,18;999,28;997,93;17153,20;25,60;19,40;26,43;24,78;19,86;18,94;74,21;67,29;70,96;185,96;4,00;1,78
19/03/2022;0;1004,68;999,28;1004,18;10832,50;19,93;15,88;20,67;19,49;16,48;15,47;80,58;75,33;78,21;216,08;5,52;2,32
20/03/2022;0;1010,30;999,28;1010,02;13642,40;17,88;11,79;18,56;17,35;12,56;11,47;72,54;67,08;69,17;161,04;5,63;2,61
21/03/2022;0;1009,33;999,28;1009,22;19977,30;18,67;11,95;19,35;17,95;12,19;11,40;67,92;63,04;66,00;95,58;7,16;3,38
22/03/2022;0;1003,73;999,28;1003,58;19400,70;21,94;15,15;22,49;21,30;15,42;14,73;69,54;65,00;67,29;90,42;6,25;2,90
23/03/2022;3,4;999,02;999,28;998,81;7034,90;21,70;18,15;22,08;21,38;18,39;17,89;82,46;78,00;80,38;61,29;5,45;2,34
24/03/2022;14,6;993,99;999,28;993,68;10912,10;22,33;18,73;22,72;21,95;19,14;18,52;83,29;79,75;81,17;198,50;5,80;2,68
25/03/2022;0;995,80;999,28;995,50;18063,50;20,99;12,46;21,64;20,56;13,38;11,78;62,79;56,58;59,75;275,67;7,59;3,86
26/03/2022;0;997,63;999,28;997,41;6620,10;18,08;12,86;18,48;17,72;13,11;12,60;73,63;69,83;71,79;300,29;7,31;3,92
27/03/2022;0;1001,85;999,28;1001,53;21339,80;20,71;14,15;21,35;19,86;14,60;13,65;71,42;66,29;68,50;293,96;4,08;1,77
28/03/2022;0;1004,57;999,28;1004,37;22011,50;21,75;14,68;22,62;21,00;15,39;13,92;70,75;63,46;67,42;147,08;3,87;1,87
29/03/2022;0;999,04;999,28;998,96;20407,20;24,12;16,92;24,70;23,13;17,17;16,33;70,33;64,54;67,33;113,75;5,45;2,30
30/03/2022;37,6;997,93;999,28;997,10;4853,00;19,86;15,60;20,65;19,56;16,32;15,33;79,88;74,75;77,54;276,29;7,17;3,38
31/03/2022;0;1008,97;999,28;1008,60;22165,80;14,32;6,09;14,99;13,68;6,85;5,20;63,88;56,33;59,96;233,88;4,51;2,00
01/04/2022;0;1012,25;999,28;1011,99;19811,40;14,89;8,54;15,70;14,05;9,01;7,77;70,71;63,42;67,67;139,75;4,74;2,09
02/04/2022;0;1009,74;999,28;1009,62;20095,70;17,88;12,09;18,48;17,13;12,40;11,59;72,71;67,50;70,29;103,13;5,82;2,85
03/04/2022;30;1004,23;999,28;1003,96;2097,80;17,59;15,67;17,80;17,44;15,78;15,53;89,04;87,54;88,71;111,67;6,15;3,04
04/04/2022;8,6;1001,81;999,28;1001,50;7051,00;19,87;18,20;20,14;19,61;18,45;17,99;91,46;89,08;90,33;147,83;4,05;1,85
05/04/2022;1;1004,82;999,28;1004,61;10301,30;20,31;17,33;20,71;20,02;17,66;17,08;85,21;81,92;83,67;95,96;4,43;1,94
06/04/2022;0;1003,85;999,28;1003,68;20381,60;20,18;15,73;20,73;19,56;16,12;15,38;79,08;74,75;76,75;98,75;5,68;2,70
07/04/2022;2,6;1002,09;999,28;1001,87;4804,70;19,38;17,58;19,63;19,13;17,75;17,32;90,17;88,21;89,42;89,54;4,05;1,85
08/04/2022;12;1001,20;999,28;1000,98;5996,30;20,36;17,98;20,58;20,13;18,33;17,80;88,42;85,71;86,67;131,58;3,75;1,71
09/04/2022;0,2;1002,33;999,28;1002,13;11428,20;20,69;17,48;21,09;20,32;17,79;17,20;84,25;80,33;82,50;128,83;4,16;1,99
10/04/2022;0;1000,97;999,28;1000,80;15403,00;21,71;18,24;22,10;21,20;18,51;17,89;83,54;79,79;81,67;100,21;5,38;2,56
11/04/2022;1,4;996,58;999,28;996,25;6618,30;21,68;18,16;22,00;21,40;18,47;17,89;82,92;79,42;81,13;102,71;4,79;1,80
12/04/2022;0;996,85;999,28;996,47;10840,20;21,74;18,26;22,21;21,28;18,68;17,91;83,83;79,54;81,58;197,75;3,67;1,72
13/04/2022;0;1000,65;999,28;1000,34;9712,80;20,41;16,21;20,82;20,20;16,65;15,89;79,58;75,17;77,38;137,25;4,67;1,91
14/04/2022;0;1005,93;999,28;1005,59;19521,90;17,94;9,23;18,51;17,43;10,25;8,63;64,67;58,29;60,50;192,21;4,93;2,02
15/04/2022;0;1007,58;999,28;1007,38;14494,80;14,80;9,95;15,64;14,14;10,36;9,34;76,88;70,33;74,17;237,54;3,40;1,63
16/04/2022;0;1008,38;999,28;1008,17;14724,10;16,32;11,02;17,03;15,67;11,60;10,45;75,79;69,96;72,79;165,75;3,82;1,76
17/04/2022;0;1008,25;999,28;1008,08;15402,90;17,38;12,26;18,00;16,73;12,68;11,72;76,08;70,58;73,46;98,08;5,34;2,56
18/04/2022;0;1006,61;999,28;1006,48;17930,40;19,28;12,88;19,80;18,75;13,28;12,41;71,75;66,96;69,25;88,46;5,49;2,58
19/04/2022;0;1005,38;999,28;1005,21;17963,50;19,64;13,51;20,35;19,03;13,98;12,95;72,79;67,04;70,25;119,21;3,87;1,84
20/04/2022;0,2;1004,94;999,28;1004,80;16961,30;19,29;14,19;19,90;18,75;14,76;13,73;77,21;71,79;74,79;99,67;5,19;2,68
21/04/2022;0;1000,58;999,28;1000,42;15262,30;19,70;14,80;20,31;19,10;15,35;14,25;78,71;73,33;76,00;168,58;3,79;1,63
22/04/2022;0;994,62;999,28;994,45;13525,10;20,40;15,03;21,00;19,84;15,73;14,66;76,54;71,04;73,58;159,92;3,78;1,58
23/04/2022;10,4;995,73;999,28;995,06;17361,10;17,17;12,63;17,79;16,79;13,20;12,15;78,75;73,13;76,25;279,46;7,31;3,70
24/04/2022;0,2;1002,25;999,28;1001,99;17933,10;16,63;11,64;17,26;15,87;12,14;11,12;77,38;71,92;74,38;143,54;4,70;2,29
25/04/2022;26,2;999,12;999,28;998,71;5759,20;20,86;16,28;21,37;20,36;16,50;15,83;77,08;72,50;75,54;97,58;6,79;2,98
26/04/2022;13,2;999,64;999,28;999,31;6295,90;20,50;17,89;20,85;20,10;18,17;17,57;87,13;83,21;85,33;99,96;5,29;2,07
27/04/2022;0,2;994,74;999,28;994,45;15728,80;26,03;18,90;26,70;25,17;19,46;18,48;71,92;65,79;68,25;186,00;6,93;3,31
28/04/2022;23,8;1000,78;999,28;999,98;1992,20;17,84;16,38;18,21;17,71;16,72;16,22;92,00;89,67;91,17;125,38;7,13;3,21
29/04/2022;0,4;1010,58;999,28;1010,30;14583,20;15,58;11,55;16,21;15,06;12,26;11,09;81,46;76,79;78,58;168,00;3,88;1,94
30/04/2022;2;1007,47;999,28;1007,24;12094,40;14,15;9,85;14,64;13,63;10,09;9,38;77,75;73,08;75,88;96,71;5,23;2,40
01/05/2022;9,2;1001,88;999,28;1001,50;7379,80;16,93;14,83;17,15;16,60;15,09;14,54;89,13;86,54;87,83;127,71;3,01;1,20
02/05/2022;13;1004,53;999,28;1004,02;1586,70;14,80;12,67;15,08;14,70;12,97;12,50;88,50;85,63;87,17;110,13;6,41;2,90
03/05/2022;20,8;1001,97;999,28;1001,48;2599,70;15,52;14,20;15,68;15,25;14,39;13,98;92,83;91,25;92,00;150,54;6,83;3,37
04/05/2022;1,6;1002,70;999,28;1002,41;8437,40;17,93;15,36;18,25;17,56;15,68;15,08;87,29;83,29;85,13;148,29;8,10;4,25
05/05/2022;0;1007,55;999,28;1007,30;13838,70;17,74;13,20;18,24;17,26;13,85;12,77;79,63;73,83;76,25;142,71;3,95;1,93
06/05/2022;0;1010,33;999,28;1010,08;14353,90;15,40;10,91;16,06;14,82;11,57;10,38;78,75;73,04;76,00;127,17;2,65;1,15
07/05/2022;0;1011,10;999,28;1010,92;11099,00;13,70;11,24;14,32;13,18;11,73;10,83;87,50;83,79;85,96;146,25;3,19;1,59
08/05/2022;0,2;1008,70;999,28;1008,55;15318,00;16,03;12,14;16,53;15,48;12,61;11,61;82,08;77,13;79,58;80,50;4,15;1,98
09/05/2022;0,2;1007,10;999,28;1006,95;15442,30;17,03;12,72;17,49;16,43;13,14;12,21;79,50;74,63;77,13;101,21;3,62;1,74
10/05/2022;12,8;1003,52;999,28;1003,31;1981,50;16,11;14,43;16,42;15,91;14,61;14,20;90,50;88,67;90,00;150,92;3,22;1,50
11/05/2022;0;1003,19;999,28;1002,95;5272,10;16,30;14,60;16,66;16,08;14,89;14,40;91,00;88,50;89,92;267,58;4,30;2,41
12/05/2022;0,2;1006,02;999,28;1005,81;10185,40;14,73;11,00;15,35;14,25;11,64;10,55;82,54;77,83;79,79;238,25;2,60;1,28
13/05/2022;0,2;1006,36;999,28;1006,13;13507,10;13,52;10,46;14,04;12,93;10,88;9,99;84,79;80,58;82,83;97,13;4,38;2,20
14/05/2022;2;1003,66;999,28;1003,51;5892,90;14,52;12,67;14,77;14,20;12,84;12,37;89,79;87,25;88,71;71,21;4,33;1,99
15/05/2022;7,2;1001,98;999,28;1001,73;3534,20;15,88;14,49;16,13;15,72;14,70;14,31;92,63;90,46;91,67;224,25;3,69;1,69
16/05/2022;0,2;1005,73;999,28;1005,52;10748,60;11,48;7,46;11,97;11,18;8,08;7,18;80,04;75,17;77,13;278,29;8,58;4,77
17/05/2022;3,8;1001,28;999,28;1001,14;6225,70;10,37;6,53;10,65;10,09;6,87;6,13;79,83;74,92;77,67;287,67;15,38;8,67
18/05/2022;4;1000,90;999,28;1000,39;8903,30;13,22;10,93;13,68;12,66;11,25;10,44;88,92;83,33;86,33;255,50;11,38;5,20
19/05/2022;0;1007,24;999,28;1007,01;9011,80;12,65;9,50;13,10;12,37;9,95;9,20;83,42;79,38;81,58;264,08;5,04;2,60
20/05/2022;0,2;1008,63;999,28;1008,48;11581,90;10,98;8,69;11,48;10,42;9,14;8,24;88,17;85,17;86,54;205,71;2,96;1,45
21/05/2022;0,2;1009,67;999,28;1009,42;13303,30;11,53;8,58;12,15;10,75;9,17;7,88;86,04;81,25;83,42;130,75;2,63;1,29
22/05/2022;0;1008,80;999,28;1008,63;11074,10;13,49;10,52;14,08;12,91;10,94;9,93;85,38;79,75;83,13;158,33;3,42;1,75
23/05/2022;0,2;1006,42;999,28;1006,22;12163,30;13,91;11,48;14,39;13,36;11,88;11,00;87,50;84,42;86,00;98,83;3,87;1,85
24/05/2022;0;1005,20;999,28;1005,01;13486,60;17,46;12,84;17,95;16,83;13,18;12,32;78,00;73,33;75,79;81,63;4,15;2,10
25/05/2022;0;1004,94;999,28;1004,73;12382,70;19,54;14,34;20,18;18,76;14,89;13,78;76,79;70,58;73,75;105,04;4,42;2,21
26/05/2022;9,4;1007,83;999,28;1007,40;3793,70;17,60;15,93;17,88;17,39;16,11;15,72;91,04;88,33;90,25;136,25;4,18;1,98
27/05/2022;11,2;1004,10;999,28;1003,86;2143,90;17,02;15,99;17,19;16,82;16,13;15,81;94,13;93,25;93,71;141,67;4,35;1,88
28/05/2022;1;1001,02;999,28;1000,85;2354,30;16,86;15,75;17,07;16,72;15,94;15,62;93,79;92,58;93,29;87,50;3,72;1,97
29/05/2022;7,2;996,52;999,28;996,05;2188,20;16,57;15,30;16,90;16,43;15,68;15,17;93,50;91,54;92,58;181,79;4,45;2,14
30/05/2022;0,2;1003,49;999,28;1003,08;11855,50;11,70;7,68;12,18;11,39;8,53;7,14;81,17;74,92;77,75;210,00;4,84;2,28
31/05/2022;0;1008,63;999,28;1008,37;13305,50;7,10;2,35;7,65;6,52;3,05;1,63;77,63;70,83;74,04;242,58;3,52;1,82
01/06/2022;0;1007,45;999,28;1007,25;4102,70;6,96;4,07;7,35;6,53;4,42;3,56;84,25;79,13;82,21;167,54;2,30;1,07
02/06/2022;0;1008,07;999,28;1007,70;10200,10;9,08;5,26;9,71;8,57;5,91;4,78;80,42;74,83;77,75;182,46;3,37;1,51
03/06/2022;0;1012,32;999,28;1012,08;13561,20;8,90;4,38;9,48;8,41;4,95;3,85;77,75;71,75;74,75;162,67;3,30;1,56
04/06/2022;0;1009,03;999,28;1008,91;10662,40;12,51;9,43;12,79;12,08;9,70;9,11;84,46;80,83;82,58;84,71;6,71;3,19
05/06/2022;5,6;1004,35;999,28;1004,18;1735,00;15,48;13,37;15,68;15,27;13,45;13,13;88,25;85,79;87,46;73,63;4,28;2,05
06/06/2022;41,8;1001,08;999,28;1000,65;1732,20;17,05;15,95;17,23;16,90;16,13;15,80;93,75;92,63;93,29;166,08;4,25;1,98
07/06/2022;1,4;1002,67;999,28;1002,43;2781,40;15,18;13,67;15,38;15,04;13,86;13,54;91,58;90,04;90,88;97,33;5,14;2,47
08/06/2022;0;1004,08;999,28;1003,85;4248,20;14,90;13,47;15,16;14,65;13,69;13,25;92,08;90,42;91,33;116,17;3,28;1,63
09/06/2022;0,2;1004,51;999,28;1004,33;10052,50;15,58;13,66;16,04;15,07;14,14;13,16;90,29;87,67;88,83;124,00;3,10;1,58
10/06/2022;0,2;1007,23;999,28;1006,80;10089,20;13,68;9,42;14,28;13,47;10,26;9,12;79,79;74,58;76,92;258,79;8,28;4,31
11/06/2022;0;1010,55;999,28;1010,33;13428,30;7,05;0,44;7,53;6,60;0,98;-0,08;67,25;61,33;64,46;284,79;7,97;4,64
12/06/2022;0;1010,05;999,28;1009,74;13105,60;9,03;1,63;9,48;8,50;2,05;1,11;63,88;58,00;61,08;284,38;7,18;4,36
13/06/2022;0;1012,02;999,28;1011,85;12926,60;10,18;5,70;10,69;9,59;6,07;5,23;76,88;72,33;74,71;214,92;4,05;2,20
14/06/2022;0;1008,76;999,28;1008,62;12281,50;12,85;9,68;13,32;12,26;10,12;9,29;84,13;80,33;82,17;85,29;4,88;2,35
15/06/2022;0,2;1006,56;999,28;1006,40;12882,60;13,51;9,65;14,22;12,86;10,28;9,08;81,50;76,00;78,96;113,96;3,40;1,69
16/06/2022;0;1002,43;999,28;1002,32;9371,90;14,08;11,40;14,63;13,32;11,83;10,72;86,33;82,25;84,67;89,25;3,62;1,70
17/06/2022;29,6;994,63;999,28;993,93;1184,90;15,93;14,46;16,35;15,74;14,84;14,23;92,08;89,83;91,08;192,88;6,94;3,29
18/06/2022;0;1007,47;999,28;1007,00;13248,60;9,10;4,25;9,65;8,66;5,07;3,82;77,17;70,67;73,29;268,50;5,72;3,13
19/06/2022;0,2;1008,83;999,28;1008,67;13250,10;8,04;4,61;8,62;7,28;5,08;3,86;82,96;77,42;80,46;158,71;3,20;1,68
20/06/2022;0;1006,13;999,28;1005,99;12012,50;10,76;8,39;11,40;9,99;8,87;7,74;87,58;83,92;85,96;100,71;3,83;2,07
21/06/2022;16,6;1001,08;999,28;1000,58;1243,50;13,15;11,96;13,39;12,83;12,16;11,66;92,96;91,92;92,58;94,42;5,93;2,48
22/06/2022;7,8;999,75;999,28;999,03;2203,20;14,19;13,24;14,48;13,95;13,48;13,01;94,42;93,33;94,08;107,29;5,43;2,10
23/06/2022;1;1002,85;999,28;1002,39;3043,20;14,52;13,35;14,68;14,38;13,53;13,20;93,33;92,00;92,75;174,13;3,30;1,38
24/06/2022;1,6;1006,57;999,28;1006,15;1450,00;14,04;13,25;14,13;13,93;13,33;13,15;94,88;94,75;94,88;127,00;3,47;1,65
25/06/2022;0,8;1013,41;999,28;1013,04;6018,50;12,50;9,85;12,88;12,33;10,38;9,58;86,38;82,17;84,25;146,13;4,26;1,98
26/06/2022;0;1012,35;999,28;1012,20;6131,00;9,40;6,63;9,68;9,05;6,93;6,33;85,13;81,63;83,33;104,71;4,94;2,31
27/06/2022;0;1006,29;999,28;1006,11;7831,20;13,48;11,15;13,71;13,05;11,30;10,76;87,21;84,88;86,29;106,46;4,37;2,04
28/06/2022;2,2;1000,99;999,28;1000,80;5714,60;16,87;14,43;17,39;16,45;14,84;14,08;87,88;83,92;86,17;126,67;4,11;1,98
29/06/2022;2,2;1004,88;999,28;1004,45;11592,80;11,29;7,76;11,77;10,92;8,32;7,46;82,29;77,67;79,54;259,50;8,44;4,50
30/06/2022;0,2;1006,03;999,28;1005,79;13044,00;10,49;7,13;11,22;9,76;7,73;6,50;83,71;77,75;80,92;239,21;3,68;1,59
01/07/2022;0,2;1003,21;999,28;1003,08;11518,00;11,23;8,30;11,69;10,53;8,70;7,82;85,50;80,88;83,17;93,79;5,68;3,00
02/07/2022;0;999,06;999,28;998,67;6493,90;19,35;13,10;19,97;18,64;13,40;12,68;70,63;64,96;67,96;184,50;5,45;2,24
03/07/2022;0,6;1007,40;999,28;1007,02;3366,90;13,62;11,56;13,90;13,49;11,84;11,35;88,33;85,92;87,38;91,88;6,91;3,16
04/07/2022;2,6;1004,15;999,28;1003,86;5914,00;15,88;14,44;16,12;15,53;14,63;14,16;92,21;90,42;91,42;108,04;5,19;2,43
05/07/2022;0,2;1001,71;999,28;1001,42;9457,10;18,76;15,98;19,50;18,18;16,62;15,38;86,83;82,67;84,92;120,50;3,88;2,00
06/07/2022;0;1001,16;999,28;1001,02;9299,10;17,18;14,98;17,60;16,68;15,42;14,61;90,21;85,71;87,71;91,92;5,67;2,81
07/07/2022;7,6;1001,29;999,28;1000,78;6088,20;20,15;12,86;21,19;19,48;13,42;12,17;67,79;57,88;64,04;171,21;4,25;1,74
08/07/2022;2,6;1009,97;999,28;1009,30;2473,90;13,77;11,72;14,11;13,68;12,11;11,59;88,63;86,21;87,33;99,29;7,50;3,33
09/07/2022;0;1005,27;999,28;1005,03;9174,00;16,68;13,52;17,04;16,10;13,79;13,05;84,46;80,67;82,42;88,75;6,50;3,13
10/07/2022;0;1000,00;999,28;999,80;7569,00;19,60;15,17;20,15;19,04;15,58;14,75;78,54;73,08;75,96;76,92;5,10;2,42
11/07/2022;5,8;991,65;999,28;991,35;9941,80;23,30;14,30;24,32;22,39;14,84;13,85;63,21;54,54;58,96;196,67;8,07;2,73
12/07/2022;15,4;1003,22;999,28;1002,31;6614,80;11,84;8,83;12,49;11,63;9,48;8,59;84,33;80,00;82,33;270,08;7,84;3,98
13/07/2022;0,2;1009,32;999,28;1009,15;10982,00;8,98;6,45;9,44;8,40;6,84;5,86;86,88;83,21;85,17;162,08;4,74;2,36
14/07/2022;34,6;1002,82;999,28;1002,45;968,70;12,77;11,64;12,93;12,39;11,76;11,27;93,42;92,13;92,88;95,75;7,10;3,18
15/07/2022;11,8;995,90;999,28;995,53;1534,00;16,43;15,40;16,56;16,24;15,51;15,25;93,88;93,21;93,58;102,33;6,19;3,07
16/07/2022;16,2;991,77;999,28;991,17;2992,00;17,30;15,53;17,82;16,96;15,99;15,29;91,04;88,58;89,75;171,83;8,01;4,17
17/07/2022;0;1008,18;999,28;1007,51;6566,60;10,66;6,58;11,02;10,42;7,17;6,13;79,04;73,75;76,08;271,08;9,47;4,63
18/07/2022;0,2;1011,32;999,28;1011,05;12695,00;9,57;7,16;10,31;8,90;7,74;6,52;87,75;82,42;85,58;120,71;3,41;1,64
19/07/2022;0;1012,48;999,28;1012,16;6696,90;10,89;9,31;11,47;10,45;9,85;8,90;91,71;88,75;90,46;120,04;3,29;1,62
20/07/2022;0;1007,03;999,28;1006,94;11392,30;14,73;12,31;14,99;14,25;12,51;11,88;87,29;84,33;85,75;99,88;5,19;2,58
21/07/2022;0;1001,41;999,28;1001,23;9442,80;19,57;16,50;20,10;18,90;16,88;15,87;85,13;80,25;83,08;111,75;4,23;2,21
22/07/2022;0,4;1001,97;999,28;1001,66;5637,40;19,12;17,25;19,65;18,63;17,71;16,83;90,63;87,25;89,08;115,75;3,82;1,87
23/07/2022;13,6;1003,20;999,28;1002,90;11246,70;19,30;16,90;19,69;18,98;17,21;16,63;88,08;84,54;86,42;112,25;5,35;2,39
24/07/2022;0;1003,45;999,28;1003,23;9064,90;20,10;17,75;20,50;19,70;18,10;17,39;88,38;84,88;86,83;98,79;3,99;2,03
25/07/2022;0,2;1005,65;999,28;1005,39;13259,90;20,75;17,65;21,28;20,29;18,19;17,30;85,75;81,54;83,42;98,29;4,31;2,23
